,compound_name,cas_number,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id
2922,Oxaloacetate,328-42-7,Mus musculus,UM-HET3,2200 mg/Kg of food,4.2,,Male,NS,22451473
2921,Oxaloacetate,328-42-7,Mus musculus,UM-HET3,2200 mg/Kg of food,2.7,,Female,NS,22451473
1147,Otophylloside B,,Caenorhabditis elegans,N2,50 µM,30.0,,,S,26112394
1146,Orotate,73-97-2,Caenorhabditis elegans,N2,0.5 mM,14.8,,,S,31232697
1144,Ornithine,70-26-8,Caenorhabditis elegans,N2,1 mM,8.0,,,S,25643626
1145,Ornithine,70-26-8,Caenorhabditis elegans,N2,10 mM,-10.0,,,S,25643626
1143,Ornithine,70-26-8,Caenorhabditis elegans,N2,100 µM,3.0,,,NS,25643626
39,Oregano and Cranberry extracts,,Anastrepha ludens,Loew,0.02,43.0,,,S,21455602
1142,Ononetin,487-49-0,Caenorhabditis elegans,N2,100 µM,-22.11,,,S,33008901
1141,Ononetin,487-49-0,Caenorhabditis elegans,N2,10 µM,2.69,,,NS,33008901
2350,Ononetin,487-49-0,Drosophila melanogaster,Canton-S,20 μM,8.08,,Female,S,33008901
1140,Omega-6,,Caenorhabditis elegans,N2,10 µM,16.0,,,S,23392608
2349,Omega-3 Monoacylglyceride Docosahexaenoic acid,,Drosophila melanogaster,w1118,0.3 mg/mL,14.58,15.32,Male,S,30453574
2348,Omega-3 Monoacylglyceride Docosahexaenoic acid,,Drosophila melanogaster,w1118,0.3 mg/mL,14.58,6.56,Male,S,30453574
3092,Olive Oil,92044-99-0,Rattus norvegicus,,,18.0,,,S,22498298
1139,Oleic Acid,112-80-1,Caenorhabditis elegans,N2,800 µM,17.29,,,S,28379943
1138,Oleanolic acid,508-02-1,Caenorhabditis elegans,N2,300 µM,16.63,,,S,26592451
1137,Oleanolic acid,508-02-1,Caenorhabditis elegans,N2,200 µM,11.18,,,S,26592451
2347,Octoclothepin/Loxapine,,Drosophila melanogaster,Canton-S,200 μM,-3.84,,Male,NS,33008901
1136,Octoclothepin maleate,13448-22-1,Caenorhabditis elegans,,13 µM,38.0,,,S,24134630
1707,Obeticholic acid,459789-99-2,Caenorhabditis tropicalis,JU1373 ,100 µM,5.49,,,S,32550518
1711,Obeticholic acid,459789-99-2,Caenorhabditis tropicalis,QG834 ,150 µM,11.55,,,S,32550518
1710,Obeticholic acid,459789-99-2,Caenorhabditis tropicalis,QG834 ,50 µM,7.03,,,S,32550518
1709,Obeticholic acid,459789-99-2,Caenorhabditis tropicalis,JU1630 ,150 µM,-10.39,,,S,32550518
1708,Obeticholic acid,459789-99-2,Caenorhabditis tropicalis,JU1373 ,150 µM,7.69,,,S,32550518
1706,Obeticholic acid,459789-99-2,Caenorhabditis tropicalis,JU1373 ,50 µM,5.49,,,S,32550518
2346,O6Benzylguanine,19916-73-5,Drosophila melanogaster,Canton-S,200 μM,4.52,,Male,NS,33008901
2345,O6Benzylguanine,19916-73-5,Drosophila melanogaster,Canton-S,20 μM,-1.67,,Female,NS,33008901
1135,O6-benzylguanine,19916-73-5,Caenorhabditis elegans,N2,10 µM,-1.35,,,NS,33008901
1134,O13,,Caenorhabditis elegans,N2,60 μM,32.5,,,S,31879284
1133,Nortriptyline hydrochloride,894-71-3,Caenorhabditis elegans,,88 µM,21.0,,,S,24134630
2917,Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,3.5 g/kg diet,12.0,,Male,S,25380600
2916,Nordihydroguaiaretic acid,500-38-9,Mus musculus,UM-HET3,2.5 g/kg food,12.0,,MALE,S,18631321
20,Nordihydroguaiaretic acid,500-38-9,Aedes aegypti,,0.001% (w/v),11.9,,Male,NS,3749035
1132,Nordihydroguaiaretic acid,500-38-9,Caenorhabditis elegans,N2,100 µM,21.4,,,S,31602311
2918,Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,1.5 g/kg diet,-1.0,,MALE,NS,25380600
2344,Nordihydroguaiaretic acid,500-38-9,Drosophila melanogaster,Oregon-R-C,1 mg/ml,,,,NS,25380600
2343,Nordihydroguaiaretic acid,500-38-9,Drosophila melanogaster,Oregon-R-C,3 mg/ml,23.0,,,S,25380600
16,Nordihydroguaiaretic acid,500-38-9,Aedes aegypti,,0.001% (w/v),42.7,,Female,S,3749035
17,Nordihydroguaiaretic acid,500-38-9,Aedes aegypti,,0.005% (w/v),6.7,,Female,NS,3749035
18,Nordihydroguaiaretic acid,500-38-9,Aedes aegypti,,0.01% (w/v),13.6,,Female,NS,3749035
19,Nordihydroguaiaretic acid,500-38-9,Aedes aegypti,,0.005% (w/v),64.3,,Male,S,3749035
2919,Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,2.5 g/kg diet,7.7,,MALE,NS,25380600
2920,Nordihydroguaiaretic acid,500-38-9,Mus musculus,B6C3F1,4.5 g/kg diet,1.2,,MALE,NS,25380600
2342,Norcantharidin,06/12/5442,Drosophila melanogaster,Canton-S,20 μM,4.28,,Female,NS,33008901
3166,Nolinospiroside F,,Saccharomyces cerevisiae,K6001,10 µM,21.3,,,S,23439553
3167,Nolinospiroside F,,Saccharomyces cerevisiae,K6001,1 µM,19.0,,,S,23439553
3168,Nolinospiroside F,,Saccharomyces cerevisiae,K6001,3 µM,22.6,,,S,23439553
1131,Nocodazole,31430-18-9,Caenorhabditis elegans,N2,100 µM,-10.66,,,S,33008901
2341,Nocodazole,31430-18-9,Drosophila melanogaster,Canton-S,20 μM,9.03,,Female,S,33008901
1129,Nobiletin,478-01-3,Caenorhabditis elegans,N2,3.13 µM,8.7,13.72,,S,31948007
1130,Nobiletin,478-01-3,Caenorhabditis elegans,N2,12.5 µM,21.0,17.64,,S,31948007
2340,Nitrosodimethylurea,13256-32-1,Drosophila melanogaster,D32,0.00%,-37.0,-33.0,MALE,S,119648
2339,Nitrosodimethylurea,13256-32-1,Drosophila melanogaster,D32,0.00%,-2.94,0.0,FEMALE,NS,119648
1126,Nitrophenyl piperazine containing compound 1,,Caenorhabditis elegans,N2,50 µM,72.5,,,S,27220516
1127,Nitrophenyl piperazine containing compound 1,,Caenorhabditis elegans,N2,10 µM,23.0,,,S,27220516
1128,Nitrophenyl piperazine containing compound 1,,Caenorhabditis elegans,N2,500 µM,-23.08,,,S,27220516
1125,Nitrendipine,39562-70-4,Caenorhabditis elegans,,88 µM,25.0,,,S,24134630
2338,Nisoldipine,63675-72-9,Drosophila melanogaster,Canton-S,200 μM,1.01,,Male,NS,33008901
1123,Nisoldipine,63675-72-9,Caenorhabditis elegans,N2,100 µM,-10.2,,,S,33008901
1124,Nisoldipine,63675-72-9,Caenorhabditis elegans,N2,10 µM,-1.99,,,NS,33008901
3090,Nicotine,54-11-5,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,-11.45,,MALE,S,132031
3091,Nicotine,54-11-5,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,-8.51,,FEMALE,S,132031
3165,Nicotinamide riboside,1341-23-7,Saccharomyces cerevisiae,BY4741,10 µM,20.0,,,NS,17482543
2915,Nicotinamide riboside,1341-23-7,Mus musculus,UM-HET3,1000 ppm,-3.0,,MALE,NS,33788371
2913,Nicotinamide riboside,1341-23-7,Mus musculus,C57BL/6J,400 mg/kg/day,4.7,,Not Sp,S,27127236
2914,Nicotinamide riboside,1341-23-7,Mus musculus,UM-HET3,1000 ppm,0.0,,FEMALE,NS,33788371
2337,Nicotinamide mononucleotide,1094-61-7,Drosophila melanogaster,Canton-S,20 μM,0.0,,Female,NS,33008901
2911,Nicotinamide mononucleotide,1094-61-7,Mus musculus,C57BL/6N,100 mg/kg/day,,,,S,28068222
2912,Nicotinamide mononucleotide,1094-61-7,Mus musculus,C57BL/6N,300 mg/kg/day,,,,NS,28068222
1122,Nicotinamide adenine dinucleotide,53-84-9,Caenorhabditis elegans,N2,100 µM,15.0,,,O,19370397
2910,Nicotinamide,98-92-0,Mus musculus,C57BL/6J,1 g/kg,,,MALE,S,29514072
3163,Nicotinamide,98-92-0,Saccharomyces cerevisiae,W303-1A,1 mM,20.2,19.83,,S,27320176
3164,Nicotinamide,98-92-0,Saccharomyces cerevisiae,W303-1A,5 mM,35.96,50.0,,S,27320176
2909,Nicotinamide,98-92-0,Mus musculus, C57BL/6J,0.5/kg,,,MALE,NS,29514072
1121,Nicotinamide,98-92-0,Caenorhabditis elegans,N2,100 µM,6.5,6.0,,S,24077178
2335,Nicolsamide,50-65-7,Drosophila melanogaster,Canton-S,20 μM,-7.45,,Female,S,33008901
1120,Nicolsamide,50-65-7,Caenorhabditis elegans,N2,100 µM,0.1,,,NS,33008901
2336,Nicolsamide,50-65-7,Drosophila melanogaster,Canton-S,200 μM,7.94,,Male,NS,33008901
2907,Nickelous acetate,373-02-4,Mus musculus,Swiss,5 ppm,-7.04,1.71,MALE,NS,1113210
2908,Nickelous acetate,373-02-4,Mus musculus,Swiss,5 ppm,5.48,4.99,FEMALE,S,1113210
1119,Nicardipine hydrochloride,69441-18-5,Caenorhabditis elegans,,176 µM,23.0,,,S,24134630
2334,Nectarine,,Drosophila melanogaster,Canton S,0.04,17.6,2.7,Female,S,21406223
2906,Nebivolol,99200-09-6,Mus musculus,C3B6F1,0.27 g/kg diet,6.4,,Male,S,23314750
2332,Nebirapine,,Drosophila melanogaster,Canton-S,20 μM,3.99,,Female,NS,33008901
2333,Nebirapine,,Drosophila melanogaster,Canton-S,200 μM,1.54,,Male,NS,33008901
1118,Naringin,10236-47-2,Caenorhabditis elegans,N2,50 µM,23.0,,,S,32832002
1117,Naringin,10236-47-2,Caenorhabditis elegans,N2,10 µM,11.5,6.8,,S,29375370
1115,Naringin,10236-47-2,Caenorhabditis elegans,N2,1 µM,13.5,4.08,,S,29375370
1116,Naringin,10236-47-2,Caenorhabditis elegans,N2,5 µM,12.57,4.08,,S,29375370
1114,Naringin,10236-47-2,Caenorhabditis elegans,N2,0.5 µM,6.95,-0.68,,S,29375370
1113,Naringenin,480-41-1,Caenorhabditis elegans,N2,100 µM,-1.33,3.35,,NS,22155175
102,Naproxen,22204-53-1,Brachionus manjavacas,,1 µM,13.93,5.56,,S,27484416
1106,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,100 µM,10.0,12.0,,S,21765926
1104,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,50 µM,2.0,0.0,,NS,21765926
1112,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,500 µM,22.0,25.0,,S,21765926
1111,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,500 µM,14.0,8.0,,S,21765926
1110,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,200 µM,8.0,14.0,,S,21765926
1109,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,100 µM,8.0,7.0,,S,21765926
1108,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,500 µM,9.0,4.0,,NS,21765926
1107,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,200 µM,10.0,8.0,,S,21765926
1103,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,100 µM,11.0,12.0,,S,21765926
1105,Naphthazarin,475-38-7,Caenorhabditis elegans,N2,200 µM,19.0,16.0,,S,21765926
1102,Naftopidil dihydrochloride,57149-08-3,Caenorhabditis elegans,,33 µM,14.0,,,S,24134630
1100,Nafadotride,149649-22-9,Caenorhabditis elegans,N2,100 µM,-6.23,,,NS,33008901
1101,Nafadotride,149649-22-9,Caenorhabditis elegans,N2,10 µM,2.36,,,NS,33008901
2331,Nafadotride,149649-22-9,Drosophila melanogaster,Canton-S,200 μM,5.55,,Male,S,33008901
1099,NT219,1198078-60-2,Caenorhabditis elegans,N2,600 μm,0.16,,,NS,24261972
2330,NSC666076,36322-90-4,Drosophila melanogaster,Canton-S,200 μM,4.08,,Male,NS,33008901
2329,NSC666076,36322-90-4,Drosophila melanogaster,Canton-S,20 μM,9.77,,Female,NS,33008901
1098,NSC170984 (Pimozide),2062-78-4,Caenorhabditis elegans,N2,10 µM,-4.34,,,S,33008901
1097,NSC170984 (Pimozide),2062-78-4,Caenorhabditis elegans,N2,100 µM,17.73,,,S,33008901
1095,NSC 666076,36322-90-4,Caenorhabditis elegans,N2,10 µM,-2.76,,,NS,33008901
1096,NSC 666076,36322-90-4,Caenorhabditis elegans,N2,100 µM,2.19,,,NS,33008901
1093,NSC 45923 (8-Methyoxypsoralen),298-81-7,Caenorhabditis elegans,N2,10 µM,-3.78,,,NS,33008901
1094,NSC 45923 (8-Methyoxypsoralen),298-81-7,Caenorhabditis elegans,N2,100 µM,-4.56,,,S,33008901
1091,NSC 11926 (Aristolochic acid I),313-67-7,Caenorhabditis elegans,N2,100 µM,-47.65,,,S,33008901
1092,NSC 11926 (Aristolochic acid I),313-67-7,Caenorhabditis elegans,N2,10 µM,-43.86,,,S,33008901
2328,NS-398,123653-11-2,Drosophila melanogaster,Can,0.5 μM,9.3,,FEMALE,S,26305987
1087,NP1,,Caenorhabditis elegans,JU775,50 μM,23.53,,,S,31820364
109,NP1,,Caenorhabditis briggsae,AF16,50 μM,0.0,,,NS,31820364
110,NP1,,Caenorhabditis briggsae,HK104,50 μM,-18.27,,,S,31820364
111,NP1,,Caenorhabditis briggsae,JU1348,50 μM,12.0,,,NS,31820364
1090,NP1,,Caenorhabditis elegans,N2,50 μM,23.53,,,S,31820364
1089,NP1,,Caenorhabditis elegans,MY16,50 μM,12.14,,,S,31820364
1088,NP1,,Caenorhabditis elegans,JU775,50 μM,34.4,,,S,31820364
2327,NDGA,500-38-9,Drosophila melanogaster,Oregon-R,0.5 % wt/vol,12.0,,MALE,NS,6821144
1086,NDGA,500-38-9,Caenorhabditis elegans,N2,100 µM,-16.08,,,S,33008901
1085,NDGA,500-38-9,Caenorhabditis elegans,N2,10 µM,-21.33,,,S,33008901
1084,N6-isopentenyladenine,2365-40-4,Caenorhabditis elegans,N2,100 µM,-2.0,,,NS,29255944
1083,N6-isopentenyladenine,2365-40-4,Caenorhabditis elegans,N2,200 µM,-2.0,,,NS,29255944
1081,N6-benzyladenine,1214-39-7,Caenorhabditis elegans,N2,100 µM,3.0,,,NS,29255944
1082,N6-benzyladenine,1214-39-7,Caenorhabditis elegans,N2,50 µM,0.0,,,NS,29255944
2905,N-tert-butyl-alpha-phenylnitrone,3376-24-7,Mus musculus,C57BL/6J,0.25 mg/ml of water,3.8,5.0,Male,S,9614711
1080,N-nitrosodimethylamine,62-75-9,Caenorhabditis elegans,N2,50 µM,5.5,,,S,25556763
1079,N-acetylglucosamine,72-87-7,Caenorhabditis elegans,N2,10 mM,50.0,,,S,24630720
1076,N-acetyl-l-histidine,01/02/2497,Caenorhabditis elegans,N2,100 µM,3.0,,,NS,25643626
1077,N-acetyl-l-histidine,01/02/2497,Caenorhabditis elegans,N2,10 mM,10.0,,,NS,25643626
1078,N-acetyl-l-histidine,01/02/2497,Caenorhabditis elegans,N2,1 mM,12.0,,,S,25643626
2904,N-acetyl-L-cysteine,616-91-1,Mus musculus,UM-HET3,10 g/L of water,24.0,45.0,Male,S,20819793
2326,N-acetyl-L-cysteine,616-91-1,Drosophila melanogaster,Oregon R,10 mg/ml,26.8,24.5,Male,S,9447249
2325,N-acetyl-L-cysteine,616-91-1,Drosophila melanogaster,Oregon R,100 µg/ml,16.8,15.1,Male,S,9447249
1070,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,1 mM,28.1,17.6,,S,26039957
2324,N-acetyl-L-cysteine,616-91-1,Drosophila melanogaster,Oregon R,1 mg/ml,14.1,15.1,Male,O,9447249
1075,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2,15 mM,-27.2,,,S,34267196
1074,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2,9 mM,24.49,64.0,,S,27683245
1073,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2,6 mM,12.53,12.0,,S,27683245
1072,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2,3 mM,9.07,20.0,,S,27683245
1071,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,5 mM,30.5,47.1,,S,26039957
1069,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,5 mM,14.6,19.0,,NS,26039957
1068,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,2 mM,27.1,23.5,,S,26039957
1067,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,1 mM,6.1,9.5,,NS,26039957
1066,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2 CGCb strain,2 mM,5.2,9.5,,NS,26039957
1065,N-acetyl-L-cysteine,616-91-1,Caenorhabditis elegans,N2,25 µL Liposomes + 100 µg NAC,,42.9,,S,19580823
1064,N-acetyl serine,16354-58-8,Caenorhabditis elegans,N2,5 mM,-1.34,,,NS,34267196
1718,N-Acetylcysteine,616-91-1,Drosophila,,1 mg/ml,3.8,,FEMALE,S,31115735
2769,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,1 µM,16.0,6.9,Female,S,30243020
2323,N-Acetyl Cysteine,616-91-1,Drosophila melanogaster,Canton-S,1 mM,3.7,1.6,Male,S,30243020
2770,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,10 µM,22.7,6.9,Female,S,30243020
1731,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,10 nM,5.1,0.0,Female,S,30243020
1730,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,1 mM,16.0,13.9,Male,S,30243020
2767,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,10 nM,22.6,6.9,Female,S,30243020
2766,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,1 mM,31.0,2.9,Male,S,30243020
2765,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,100 µM,31.0,7.6,Male,S,30243020
2764,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,10 µM,29.6,7.6,Male,S,30243020
2763,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,1 µM,31.0,7.6,Male,S,30243020
2762,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,100 nM,31.0,8.69,Male,S,30243020
2761,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,10 nM,32.4,8.6,Male,S,30243020
1732,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,100 nM,5.1,-2.0,Female,S,30243020
1725,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,10 nM,8.0,19.4,Male,S,30243020
1726,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,100 nM,12.0,8.3,Male,S,30243020
1727,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,1 µM,16.0,11.1,Male,S,30243020
1728,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,10 µM,16.0,0.0,Male,S,30243020
1729,N-Acetyl Cysteine,616-91-1,Drosophila kikkawai,,100 µM,16.0,13.9,Male,S,30243020
2768,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,100 nM,18.7,4.9,Female,S,30243020
2771,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,100 µM,26.0,9.8,Female,S,30243020
2322,N-Acetyl Cysteine,616-91-1,Drosophila melanogaster,Canton-S,100 µM,5.6,10.9,,S,30243020
2320,N-Acetyl Cysteine,616-91-1,Drosophila melanogaster,Canton-S,100 nM,9.3,7.8,Male,S,30243020
2772,N-Acetyl Cysteine,616-91-1,Drosophila virilis,,1 mM,24.0,8.8,Female,S,30243020
2319,N-Acetyl Cysteine,616-91-1,Drosophila melanogaster,Canton-S,10 nM,5.6,4.7,Male,S,30243020
2321,N-Acetyl Cysteine,616-91-1,Drosophila melanogaster,Canton-S,1 µM,7.4,4.7,Male,S,30243020
1063,N-Acetyl Cysteine,616-91-1,Caenorhabditis elegans,N2,5 mM,-10.7,,,S,34267196
2318,N-(3-(aminomethyl)benzyl)acetamidine,180001-34-7,Drosophila melanogaster,Canton S,0.03 µM,3.0,13.0,Male,S,24096697
1062,N-(2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,,Caenorhabditis elegans,,33 µM,35.0,,,S,24134630
1061,Myxothiazol,76706-55-3,Caenorhabditis elegans,N2,10 µM,32.3,28.6,,S,18221415
1060,Myriocin,35891-70-4,Caenorhabditis elegans,N2,30 µM,31.25,26.06,,S,25437839
3162,Myriocin,35891-70-4,Saccharomyces cerevisiae,DBY746,600 ng/ml,,,,O,23725375
3161,Myriocin,35891-70-4,Saccharomyces cerevisiae,BY4741,600 ng/ml,,,,O,23725375
1059,Myricetin,529-44-2,Caenorhabditis elegans,N2,100 µM,32.9,,,S,23736695
1058,Myricetin,529-44-2,Caenorhabditis elegans,N2,100 µM,17.99,21.65,,S,22155175
3087,Myleran,55-98-1,Rattus norvegicus,L-strain,12.1 mg/kg,-16.3,-22.4,MALE,O,14204090
3089,Myleran,55-98-1,Rattus norvegicus,L-strain,15.5 mg/kg,-20.9,-27.95,MALE,O,14204090
3088,Myleran,55-98-1,Rattus norvegicus,L-strain,13.8 mg/kg,-12.5,-20.94,MALE,O,14204090
1056,Mycophenolic Acid,24280-93-1,Caenorhabditis elegans,N2,10 µM,0.24,,,NS,33008901
3160,Mycophenolic Acid,24280-93-1,Saccharomyces cerevisiae,BY4742,10 µM,22.22,,,S,32232569
3159,Mycophenolic Acid,24280-93-1,Saccharomyces cerevisiae,BY4741,10 μM,20.0,,,S,29186697
1057,Mycophenolic Acid,24280-93-1,Caenorhabditis elegans,N2,100 µM,0.82,,,NS,33008901
2317,Mycophenolic Acid,24280-93-1,Drosophila melanogaster,Canton-S,200 μM,6.08,,Male,NS,33008901
1055,Mussel peptides,,Caenorhabditis elegans,N2,2 mg/ml,29.9,,,S,29796528
1054,Mulberry leaf polyphenols,,Caenorhabditis elegans,N2,25 mg/mL,22.5,,,S,25323576
2316,Morpholinosydnonimine HCl,,Drosophila melanogaster,Canton-S,20 μM,6.81,,Female,NS,33008901
2315,Morphine,57-27-2,Drosophila melanogaster,Oregon R,,2.6,,,S,21061062
2314,Morphine,57-27-2,Drosophila melanogaster,Oregon R,,3.2,,,S,21061062
1053,Monorden,12772-57-5,Caenorhabditis elegans,N2,50 µM,24.55,,,S,30970250
1052,Minocycline hydrochloride,13614-98-7,Caenorhabditis elegans,,88 µM,29.0,,,S,24134630
1049,Minocycline,10118-90-8,Caenorhabditis elegans,N2,50 µM,33.0,,,S,30479271
1048,Minocycline,10118-90-8,Caenorhabditis elegans,N2,200 µM,14.0,,,S,30479271
1047,Minocycline,10118-90-8,Caenorhabditis elegans,N2,100 µM,30.0,,,S,30479271
1045,Minocycline,10118-90-8,Caenorhabditis elegans,N2,100 µM,51.0,,,S,30479271
1044,Minocycline,10118-90-8,Caenorhabditis elegans,N2,50 µM,43.0,,,S,30479271
1041,Minocycline,10118-90-8,Caenorhabditis elegans,N2,50 µM,6.0,,,S,30479271
1042,Minocycline,10118-90-8,Caenorhabditis elegans,N2,100 µM,33.0,,,S,30479271
1050,Minocycline,10118-90-8,Caenorhabditis elegans,N2,100 µM,48.0,,,S,30479271
2313,Minocycline,10118-90-8,Drosophila melanogaster,w1118,0.36mM,15.6,,Female,S,29152127
1051,Minocycline,10118-90-8,Caenorhabditis elegans,N2,200 µM,30.0,,,S,30479271
2305,Minocycline,10118-90-8,Drosophila melanogaster,Oregon,0.05 mM,63.0,,Male,O,23947005
2306,Minocycline,10118-90-8,Drosophila melanogaster,Canton S,0.05mM,26.7,,Male,S,29152127
1043,Minocycline,10118-90-8,Caenorhabditis elegans,N2,200 µM,12.0,,,S,30479271
1046,Minocycline,10118-90-8,Caenorhabditis elegans,N2,200 µM,10.0,,,S,30479271
1040,Minocycline,10118-90-8,Caenorhabditis elegans,N2,200 µM,43.0,,,S,30479271
2309,Minocycline,10118-90-8,Drosophila melanogaster,Canton S,0.36mM,7.7,,Female,S,29152127
1039,Minocycline,10118-90-8,Caenorhabditis elegans,N2,100 µM,36.0,,,S,30479271
2307,Minocycline,10118-90-8,Drosophila melanogaster,Canton S,0.36mM,15.7,,Male,S,29152127
2302,Minocycline,10118-90-8,Drosophila melanogaster,Oregon,0.05 mM,49.0,,Male,S,22330257
2303,Minocycline,10118-90-8,Drosophila melanogaster,Oregon R,0.87 mM,50.0,25.0,,S,23185716
1038,Minocycline,10118-90-8,Caenorhabditis elegans,N2,50 µM,5.0,,,NS,30479271
2312,Minocycline,10118-90-8,Drosophila melanogaster,w1118,0.05mM,22.9,,Female,S,29152127
2311,Minocycline,10118-90-8,Drosophila melanogaster,w1118,0.36mM,6.0,,Male,S,29152127
2310,Minocycline,10118-90-8,Drosophila melanogaster,w1118,0.05mM,16.9,,Male,S,29152127
2304,Minocycline,10118-90-8,Drosophila melanogaster,Oregon R,0.87 mM,50.0,66.0,,S,23185716
2308,Minocycline,10118-90-8,Drosophila melanogaster,Canton S,0.05mM,13.6,,Female,S,29152127
1037,Milnacipran Hydrochloride,101152-94-7,Caenorhabditis elegans,N2,10 µM,-4.24,,,NS,33008901
2301,Milacipran HCl,,Drosophila melanogaster,Canton-S,200 μM,4.02,,Male,NS,33008901
108,Mifepristone,84371-65-3,Caenorhabditis briggsae,N2,400 μg/mL,-9.0,,,NS,32648907
2300,Mifepristone,84371-65-3,Drosophila melanogaster,males of the w[1118] strain were crossed to virgin females of the y,200  μg/mL,-3.45,,Female,NS,32648907
1036,Mianserin,24219-97-4,Caenorhabditis elegans,N2,50 µM ,28.3,46.0,,S,26255886
1034,Mianserin,24219-97-4,Caenorhabditis elegans,N2,50 µM,31.0,,,S,18033297
1035,Mianserin,24219-97-4,Caenorhabditis elegans,,50 µM,32.0,,,S,24134630
2298,Mianserin,24219-97-4,Drosophila melanogaster,Canton-S,200 μM,-1.61,,Male,NS,33008901
2299,Mianserin,24219-97-4,Drosophila melanogaster,Canton-S,20 μM,6.0,,Female,S,33008901
2903,Metoprolol,51384-51-1,Mus musculus,C3B6F1,1.1 g/kg diet,10.0,,Male,S,23314750
1031,Metolazone,17560-51-9,Caenorhabditis elegans,N2,10 µM,36.46,,,S,33216250
1032,Metolazone,17560-51-9,Caenorhabditis elegans,N2,3 µM,20.81,,,S,33216250
1033,Metolazone,17560-51-9,Caenorhabditis elegans,N2,30 µM,29.46,,,S,33216250
2902,Methylmercury acetate,108-07-6,Mus musculus,Swiss,1 ppm,2.04,-3.59,FEMALE,NS,1113210
2901,Methylmercury acetate,108-07-6,Mus musculus,Swiss,1 ppm,2.32,-20.69,MALE,NS,1113210
1030,Methylergonovine maleate,57432-61-8,Caenorhabditis elegans,,88 µM,28.0,,,S,24134630
2296,Methylene blue,61-73-4,Drosophila melanogaster,Oregon-R,0.01 mM,8.0,,MALE,S,8350657
2900,Methylene blue,61-73-4,Mus musculus,UM-HET3,27 mg/kg diet,0.7,6.0,FEMALE,S,24245565
2297,Methylene blue,61-73-4,Drosophila melanogaster,Oregon-R,0.001 mM,0.0,,MALE,NS,8350657
2295,Methylene blue,61-73-4,Drosophila melanogaster,Oregon-R,0.1 mM,-2.0,,MALE,NS,8350657
2294,Methylene blue,61-73-4,Drosophila melanogaster,Oregon-R,1 mM,-49.0,,MALE,S,8350657
1028,Methylbenzethonium Cl,,Caenorhabditis elegans,N2,100 µM,-7.73,,,NS,33008901
1029,Methylbenzethonium Cl,,Caenorhabditis elegans,N2,10 µM,-5.76,,,NS,33008901
1027,"Methyl 3,4-dihydroxybenzoate",2150-43-8,Caenorhabditis elegans,N2,160 mg/mL,19.0,,,S,29874838
2293,Methoxypsoralen,,Drosophila melanogaster,Canton-S,200 μM,-5.75,,Male,NS,33008901
2292,Methoxycatechol,,Drosophila melanogaster,Canton-S,20 μM,1.37,,Female,NS,33008901
